time,place tortilla on cutting board,scoop peanut butter from the jar with a knife,spread peanut butter on the tortilla,wipe off knife with a paper towel,scoop grape jelly from the jar with a knife,spread grape jelly on the tortilla,roll tortilla into a roll,grab toothpicks,insert toothpicks into the roll,cut the ends of the tortilla,grab string,slide string under the tortilla,slice the wrap into small pieces using a string,place the mini wraps onto the plate
608.2,0.2051,0.0117,0.034,0.0765,0.0888,0.0586,0.0519,0.0632,0.0099,0.0493,0.1471,0.0135,0.0115,0.179
608.4,0.2545,0.0088,0.0368,0.0799,0.0796,0.071,0.0547,0.0543,0.0103,0.0499,0.1158,0.0147,0.0116,0.1581
608.6,0.3097,0.0064,0.038,0.0819,0.0697,0.0827,0.0559,0.0453,0.0103,0.0487,0.0887,0.0157,0.0115,0.1354
608.8,0.3081,0.0053,0.0427,0.073,0.0515,0.0848,0.0467,0.0701,0.0148,0.0437,0.1041,0.0129,0.0102,0.1319
609.0,0.2984,0.0043,0.0468,0.0633,0.037,0.0846,0.038,0.1056,0.0207,0.0381,0.1189,0.0104,0.0088,0.1251
609.2,0.2913,0.0037,0.0501,0.0529,0.0282,0.0832,0.0337,0.1425,0.0246,0.032,0.1279,0.009,0.007,0.1137
609.4,0.2767,0.0035,0.0468,0.0639,0.0248,0.0743,0.0308,0.1657,0.0233,0.0283,0.1527,0.008,0.0058,0.0954
609.6,0.2445,0.0033,0.0497,0.0794,0.0248,0.0725,0.0283,0.1794,0.0211,0.0277,0.1624,0.0077,0.0055,0.0936
609.8,0.1711,0.0027,0.0401,0.0964,0.0223,0.0642,0.0228,0.2153,0.0231,0.0266,0.2264,0.0074,0.005,0.0766
610.0,0.1206,0.0023,0.031,0.1116,0.0207,0.0575,0.0179,0.2258,0.0246,0.024,0.2921,0.0071,0.0047,0.0602
610.2,0.0813,0.0018,0.023,0.1236,0.0184,0.0492,0.0134,0.2267,0.0252,0.0207,0.3607,0.0065,0.0041,0.0453
610.4,0.0542,0.002,0.019,0.127,0.0159,0.0385,0.0104,0.2286,0.0237,0.0173,0.4192,0.0055,0.0034,0.0353
610.6,0.0348,0.0021,0.0153,0.1283,0.0135,0.0295,0.0078,0.2251,0.0218,0.0141,0.4736,0.0045,0.0027,0.027
610.8,0.0361,0.0027,0.0146,0.169,0.0157,0.0275,0.0089,0.1778,0.0159,0.0145,0.4865,0.0046,0.0026,0.0235
611.0,0.0377,0.0034,0.0143,0.2195,0.0186,0.026,0.0102,0.1355,0.0115,0.015,0.48,0.0049,0.0027,0.0208
611.2,0.0388,0.0045,0.0137,0.2769,0.0246,0.0261,0.0108,0.0885,0.0072,0.0169,0.4647,0.0053,0.0027,0.0194
611.4,0.0459,0.0059,0.0168,0.2723,0.0321,0.0327,0.0127,0.0748,0.0065,0.0203,0.4486,0.0063,0.003,0.0222
611.6,0.0487,0.0077,0.0177,0.2593,0.0399,0.0366,0.0134,0.0657,0.0061,0.0238,0.447,0.0067,0.0032,0.0243
611.8,0.0512,0.0098,0.0182,0.244,0.0484,0.0405,0.0137,0.0566,0.0055,0.0274,0.4487,0.007,0.0033,0.0258
612.0,0.0509,0.0101,0.0187,0.2163,0.0504,0.0412,0.0138,0.0527,0.0048,0.0323,0.471,0.0067,0.0033,0.0279
612.2,0.0518,0.0105,0.0193,0.2262,0.0568,0.0447,0.0146,0.0486,0.0042,0.0387,0.4439,0.007,0.0032,0.0305
612.4,0.0528,0.0105,0.0191,0.2321,0.0631,0.0467,0.0152,0.0438,0.0036,0.0446,0.4255,0.0073,0.003,0.0327
612.6,0.0524,0.0144,0.0188,0.2192,0.0781,0.0449,0.0149,0.0398,0.0029,0.0502,0.4209,0.0069,0.0029,0.0336
612.8,0.0489,0.0184,0.0165,0.2178,0.0976,0.0429,0.0129,0.0339,0.0025,0.054,0.4093,0.0065,0.003,0.0358
613.0,0.0457,0.0188,0.0157,0.2144,0.1159,0.0417,0.0113,0.0297,0.0023,0.0563,0.4007,0.0064,0.0032,0.0379
613.2,0.0434,0.0191,0.0152,0.2165,0.1207,0.0377,0.0105,0.0305,0.0024,0.0536,0.4037,0.006,0.0033,0.0373
613.4,0.0377,0.016,0.012,0.2163,0.1105,0.0316,0.0089,0.03,0.0024,0.0491,0.4449,0.0052,0.0031,0.0323
613.6,0.0383,0.0136,0.0119,0.2189,0.1083,0.0315,0.0089,0.0283,0.0023,0.0494,0.4491,0.0053,0.0031,0.0314
613.8,0.0387,0.0117,0.0118,0.2232,0.107,0.0314,0.009,0.0267,0.0022,0.05,0.4489,0.0053,0.0032,0.0309
614.0,0.0355,0.0109,0.0104,0.2375,0.1089,0.0296,0.0088,0.0242,0.0022,0.0467,0.4483,0.0051,0.003,0.0289
614.2,0.0317,0.0101,0.009,0.2137,0.1022,0.0262,0.0081,0.0221,0.0022,0.043,0.4976,0.0045,0.0029,0.0268
614.4,0.0301,0.0102,0.0088,0.1971,0.1042,0.0256,0.0078,0.0202,0.0021,0.0426,0.5173,0.0043,0.003,0.0267
614.6,0.0329,0.0082,0.0097,0.2045,0.1011,0.0303,0.009,0.0197,0.0024,0.0469,0.4957,0.005,0.0034,0.0312
614.8,0.0354,0.007,0.0104,0.213,0.0953,0.0339,0.0101,0.0187,0.0026,0.0487,0.4818,0.0055,0.0036,0.0339
615.0,0.0365,0.0068,0.0095,0.2072,0.098,0.0357,0.0106,0.0172,0.0026,0.0546,0.4731,0.0056,0.0041,0.0388
615.2,0.0372,0.0066,0.0087,0.202,0.1012,0.0374,0.0113,0.0154,0.0026,0.0616,0.4605,0.0056,0.0046,0.0452
615.4,0.039,0.0071,0.0096,0.2112,0.1071,0.0429,0.0136,0.0146,0.0028,0.0703,0.4165,0.0061,0.0052,0.0543
615.6,0.0389,0.0073,0.0098,0.2231,0.111,0.0453,0.0152,0.0136,0.0028,0.0731,0.3874,0.0062,0.0056,0.0607
615.8,0.0386,0.0075,0.0101,0.2364,0.1132,0.048,0.0168,0.0127,0.0029,0.076,0.3582,0.0064,0.006,0.0672
616.0,0.0411,0.0091,0.011,0.2387,0.1227,0.0505,0.0177,0.0125,0.0029,0.0802,0.3243,0.007,0.0073,0.0751
616.2,0.0442,0.0101,0.012,0.2376,0.133,0.0554,0.0185,0.0124,0.003,0.0852,0.2859,0.0078,0.0089,0.0861
616.4,0.0447,0.0101,0.0122,0.2442,0.1274,0.0559,0.0194,0.0125,0.0032,0.0868,0.28,0.0079,0.0089,0.0868
616.6,0.0421,0.0094,0.0114,0.2497,0.1193,0.0524,0.0186,0.0121,0.0031,0.0848,0.3002,0.0077,0.008,0.0812
616.8,0.0433,0.0085,0.0104,0.25,0.1091,0.0503,0.0181,0.0123,0.0031,0.0823,0.318,0.0076,0.0076,0.0795
617.0,0.0445,0.008,0.0099,0.2689,0.0934,0.0483,0.0177,0.0126,0.0031,0.0738,0.3346,0.0076,0.0063,0.0714
617.2,0.0447,0.007,0.0099,0.2719,0.086,0.0506,0.0179,0.0128,0.0033,0.0668,0.3494,0.0079,0.0059,0.0659
617.4,0.048,0.0067,0.0099,0.2625,0.0882,0.0517,0.0175,0.013,0.0034,0.062,0.356,0.0085,0.0062,0.0664
617.6,0.0516,0.0066,0.0099,0.2507,0.0898,0.0535,0.0173,0.0132,0.0036,0.0579,0.3636,0.009,0.0065,0.0669
617.8,0.0559,0.0065,0.0094,0.2375,0.0866,0.0498,0.0164,0.013,0.0036,0.0545,0.3843,0.0095,0.0063,0.0667
618.0,0.0569,0.0057,0.0096,0.2291,0.0854,0.0511,0.017,0.0131,0.0037,0.0568,0.3859,0.0094,0.0064,0.0699
618.2,0.0569,0.0054,0.0096,0.2221,0.0834,0.0499,0.0174,0.0132,0.0036,0.0583,0.394,0.0091,0.0064,0.0707
618.4,0.0613,0.005,0.0095,0.2048,0.0776,0.0501,0.0178,0.0137,0.0038,0.0551,0.4134,0.0097,0.0065,0.0717
618.6,0.0658,0.0047,0.0094,0.1882,0.0719,0.0502,0.0181,0.0143,0.004,0.052,0.4322,0.0102,0.0066,0.0725
618.8,0.0635,0.0051,0.01,0.1758,0.0821,0.052,0.018,0.0138,0.0039,0.0588,0.4184,0.0106,0.0082,0.0798
619.0,0.0626,0.0055,0.0105,0.1631,0.0926,0.0538,0.0177,0.0134,0.0039,0.0665,0.4031,0.0107,0.0104,0.0863
619.2,0.063,0.0062,0.0105,0.1616,0.0966,0.0515,0.0167,0.0133,0.0035,0.0738,0.3925,0.0104,0.0113,0.0891
619.4,0.0622,0.0064,0.0098,0.1618,0.0978,0.0484,0.0166,0.0136,0.0034,0.0769,0.3926,0.0103,0.0113,0.0889
619.6,0.0605,0.0067,0.0093,0.1614,0.0988,0.0455,0.0163,0.0137,0.0032,0.0808,0.3943,0.0102,0.0113,0.0881
619.8,0.0565,0.0074,0.0092,0.1517,0.1092,0.0447,0.0156,0.0145,0.0032,0.0836,0.3953,0.01,0.013,0.0861
620.0,0.0569,0.0086,0.0088,0.1421,0.113,0.0418,0.0144,0.0145,0.003,0.0795,0.4152,0.0104,0.0126,0.0795
620.2,0.0556,0.0087,0.0081,0.1388,0.1021,0.038,0.0134,0.0156,0.0029,0.0686,0.4588,0.0103,0.0108,0.0684
620.4,0.0514,0.0094,0.0074,0.1384,0.1035,0.0344,0.0122,0.0163,0.0027,0.0637,0.4782,0.0094,0.0107,0.0625
620.6,0.0495,0.0116,0.0072,0.1319,0.1205,0.0318,0.0115,0.0164,0.0025,0.0659,0.4696,0.0085,0.0123,0.0609
620.8,0.0473,0.0121,0.0067,0.1261,0.1205,0.029,0.0113,0.0174,0.0026,0.0604,0.4919,0.0081,0.0115,0.0552
621.0,0.045,0.0126,0.0064,0.1182,0.1186,0.0265,0.0112,0.0182,0.0027,0.0552,0.5171,0.0078,0.0105,0.0501
621.2,0.0375,0.0129,0.0056,0.103,0.1178,0.0227,0.0097,0.0201,0.0028,0.0463,0.5633,0.0073,0.0089,0.0421
621.4,0.0351,0.0129,0.0055,0.0902,0.1205,0.0212,0.0085,0.0214,0.0029,0.0454,0.5788,0.0074,0.0089,0.0412
621.6,0.0332,0.0133,0.0055,0.0794,0.1248,0.0203,0.0078,0.0235,0.0031,0.0454,0.5859,0.0076,0.0092,0.0409
621.8,0.0336,0.0126,0.0058,0.0841,0.1231,0.0218,0.0076,0.0234,0.0032,0.042,0.5888,0.0076,0.0077,0.0388
622.0,0.0339,0.0112,0.0063,0.0911,0.1208,0.0241,0.0076,0.0229,0.0034,0.0395,0.5883,0.0079,0.0064,0.0365
622.2,0.0333,0.0116,0.007,0.0946,0.1457,0.0277,0.0077,0.0225,0.0038,0.0414,0.5512,0.0091,0.0066,0.0378
622.4,0.032,0.0121,0.0077,0.0971,0.1748,0.0316,0.0076,0.0219,0.0041,0.0436,0.5112,0.0105,0.0069,0.039
622.6,0.031,0.0111,0.0075,0.0997,0.1822,0.0322,0.0076,0.0225,0.0046,0.0434,0.5034,0.0107,0.0063,0.0378
622.8,0.0299,0.0093,0.0084,0.1044,0.1772,0.0378,0.0079,0.0215,0.0049,0.0456,0.4955,0.0114,0.0058,0.0403
623.0,0.0281,0.0079,0.0094,0.1105,0.1741,0.0438,0.008,0.0205,0.0051,0.0475,0.4842,0.0123,0.0054,0.0433
623.2,0.029,0.0073,0.0102,0.1278,0.173,0.0498,0.009,0.0199,0.0053,0.0503,0.4552,0.0124,0.0053,0.0456
623.4,0.0275,0.0077,0.0107,0.1435,0.1716,0.0533,0.0095,0.019,0.0053,0.0484,0.4447,0.0114,0.0048,0.0426
623.6,0.0254,0.0073,0.0102,0.1484,0.1531,0.0512,0.009,0.0182,0.0052,0.0433,0.4783,0.0102,0.0037,0.0366
623.8,0.0233,0.0068,0.0094,0.1415,0.1437,0.0475,0.0086,0.019,0.0053,0.0428,0.5038,0.0098,0.0035,0.0351
624.0,0.0218,0.0069,0.0081,0.1451,0.132,0.0422,0.0088,0.0198,0.0051,0.0411,0.5251,0.0086,0.0034,0.0322
624.2,0.0215,0.0067,0.0073,0.1486,0.1132,0.0374,0.009,0.0192,0.0046,0.0389,0.5547,0.0072,0.003,0.0286
624.4,0.0231,0.007,0.0071,0.1556,0.099,0.0348,0.0094,0.0184,0.0043,0.0402,0.5634,0.0063,0.0029,0.0285
624.6,0.0233,0.0071,0.0074,0.1685,0.086,0.035,0.0094,0.0171,0.0037,0.0391,0.5664,0.0063,0.0027,0.028
624.8,0.0251,0.0076,0.0068,0.1795,0.0849,0.0327,0.0098,0.0184,0.0037,0.0385,0.5562,0.0059,0.0028,0.028
625.0,0.0265,0.0081,0.0061,0.1925,0.0806,0.0293,0.0102,0.0192,0.0036,0.0364,0.5539,0.0055,0.0026,0.0256
625.2,0.0297,0.0081,0.0065,0.1944,0.0798,0.0306,0.0103,0.0193,0.0035,0.0386,0.5423,0.0058,0.0029,0.0281
625.4,0.0328,0.0083,0.0069,0.1974,0.08,0.032,0.0103,0.0195,0.0034,0.0415,0.5271,0.0061,0.0032,0.0314
625.6,0.035,0.0085,0.0066,0.212,0.0797,0.0314,0.0104,0.0184,0.0028,0.0414,0.5132,0.0057,0.003,0.0319
625.8,0.0382,0.0087,0.0058,0.2255,0.0763,0.0299,0.011,0.0169,0.0023,0.0415,0.5047,0.0054,0.0028,0.0309
626.0,0.0411,0.0083,0.0055,0.2251,0.0757,0.0296,0.0108,0.0158,0.002,0.0432,0.5028,0.0054,0.0027,0.0318
626.2,0.044,0.0079,0.0052,0.2247,0.0749,0.0292,0.0106,0.0144,0.0017,0.0451,0.5012,0.0055,0.0025,0.0329
626.4,0.0423,0.0069,0.0043,0.2122,0.0702,0.0259,0.0096,0.0144,0.0016,0.0406,0.5347,0.0048,0.0023,0.0302
626.6,0.0405,0.0059,0.0036,0.201,0.0659,0.0228,0.0085,0.0144,0.0015,0.036,0.5663,0.0042,0.002,0.0274
626.8,0.0421,0.0066,0.0041,0.2018,0.0698,0.0229,0.0081,0.0137,0.0013,0.0332,0.5638,0.0044,0.0019,0.0264
627.0,0.0456,0.0075,0.0048,0.2024,0.0766,0.0241,0.008,0.0131,0.0013,0.0324,0.5498,0.0046,0.002,0.0278
627.2,0.0454,0.0077,0.0053,0.2047,0.0781,0.025,0.0085,0.0123,0.0013,0.0328,0.5428,0.0047,0.002,0.0293
627.4,0.0449,0.0076,0.0058,0.2034,0.0778,0.0259,0.009,0.0117,0.0013,0.0329,0.5422,0.0048,0.0021,0.0306
627.6,0.047,0.0082,0.0076,0.209,0.0867,0.0314,0.0102,0.0118,0.0016,0.0376,0.5025,0.0056,0.0028,0.038
627.8,0.0443,0.0087,0.0095,0.2074,0.0985,0.0347,0.011,0.0133,0.0021,0.0438,0.4726,0.0064,0.0039,0.0438
628.0,0.0415,0.0092,0.0117,0.2052,0.1108,0.0379,0.0118,0.015,0.0029,0.0504,0.441,0.0074,0.0053,0.0499
628.2,0.0404,0.01,0.0136,0.1852,0.1294,0.0428,0.0113,0.0179,0.0036,0.0531,0.4214,0.0077,0.0065,0.0569
628.4,0.0405,0.0113,0.0165,0.1724,0.1591,0.0518,0.0116,0.0191,0.0042,0.0607,0.3689,0.0088,0.0079,0.0672
628.6,0.0393,0.0122,0.0205,0.1673,0.1821,0.0628,0.0125,0.0192,0.005,0.0708,0.3082,0.0104,0.01,0.0799
628.8,0.0383,0.0108,0.019,0.1592,0.1751,0.063,0.0122,0.0192,0.0053,0.0762,0.3157,0.0101,0.0103,0.0857
629.0,0.0358,0.0095,0.0173,0.1493,0.1695,0.0622,0.0115,0.0194,0.0056,0.0811,0.3252,0.0096,0.0106,0.0935
629.2,0.0368,0.009,0.0157,0.1463,0.1644,0.0581,0.011,0.02,0.0055,0.0798,0.342,0.0091,0.0098,0.0927
629.4,0.0348,0.0082,0.0135,0.1386,0.1562,0.0522,0.0103,0.0228,0.0058,0.0769,0.381,0.0081,0.0082,0.0834
629.6,0.0331,0.0073,0.0114,0.1321,0.1457,0.0462,0.0096,0.0254,0.0059,0.0736,0.421,0.0073,0.0069,0.0745
629.8,0.0321,0.0073,0.0107,0.1272,0.1351,0.0454,0.0092,0.0255,0.0049,0.0656,0.4575,0.0062,0.0054,0.0679
630.0,0.0309,0.0073,0.0099,0.1211,0.1248,0.0444,0.0087,0.0253,0.0041,0.0583,0.4941,0.0052,0.0042,0.0617
630.2,0.0323,0.0071,0.0098,0.1265,0.1082,0.0422,0.0087,0.0263,0.0038,0.0555,0.5099,0.0052,0.0038,0.0608
630.4,0.0326,0.0066,0.009,0.1308,0.0906,0.0377,0.0084,0.0284,0.0035,0.0501,0.5374,0.005,0.0032,0.0568
630.6,0.0315,0.0062,0.0078,0.1227,0.0732,0.0314,0.0079,0.0299,0.0029,0.0379,0.5973,0.0044,0.0024,0.0446
630.8,0.0285,0.0058,0.0067,0.1129,0.0608,0.0282,0.0074,0.033,0.0027,0.0302,0.6432,0.0041,0.002,0.0344
631.0,0.0264,0.0056,0.0064,0.1056,0.0512,0.0267,0.0074,0.0356,0.0025,0.0266,0.6724,0.004,0.0017,0.028
631.2,0.0233,0.0054,0.006,0.0958,0.0435,0.0247,0.0069,0.0381,0.0024,0.0232,0.7029,0.0038,0.0014,0.0226
631.4,0.0251,0.0053,0.0063,0.1075,0.0412,0.0273,0.0072,0.0394,0.0023,0.0225,0.6883,0.0042,0.0014,0.0218
631.6,0.0262,0.0053,0.0067,0.1185,0.0395,0.0301,0.0073,0.0412,0.0023,0.0214,0.6746,0.0046,0.0014,0.0209
631.8,0.0291,0.0048,0.0071,0.132,0.0378,0.033,0.0075,0.0439,0.0025,0.0211,0.6533,0.0051,0.0014,0.0212
632.0,0.0322,0.0044,0.0076,0.1467,0.0361,0.0362,0.0076,0.0467,0.0027,0.0207,0.6307,0.0057,0.0015,0.0214
632.2,0.0282,0.0042,0.0079,0.1377,0.0396,0.0382,0.0074,0.0453,0.0031,0.0216,0.6367,0.0058,0.0017,0.0227
632.4,0.025,0.0041,0.0084,0.1293,0.0432,0.0411,0.0073,0.0431,0.0035,0.0228,0.6402,0.0059,0.002,0.0242
632.6,0.0231,0.004,0.0092,0.1247,0.0509,0.0467,0.0068,0.0426,0.0041,0.0279,0.6216,0.0062,0.0024,0.0299
632.8,0.021,0.0035,0.0089,0.1354,0.0515,0.0472,0.0065,0.0398,0.0044,0.0318,0.6087,0.0063,0.0024,0.0327
633.0,0.0188,0.0029,0.0078,0.1442,0.0512,0.0451,0.0058,0.0381,0.0046,0.0322,0.6078,0.0061,0.0023,0.0332
633.2,0.0173,0.0024,0.0069,0.1563,0.0498,0.0435,0.0055,0.0362,0.0048,0.0329,0.6024,0.0059,0.0022,0.034
633.4,0.0148,0.0021,0.0059,0.149,0.0467,0.0379,0.005,0.0335,0.0047,0.0322,0.627,0.0055,0.0021,0.0336
633.6,0.0129,0.0018,0.0051,0.1422,0.0435,0.0332,0.0046,0.0308,0.0046,0.0319,0.6489,0.0052,0.002,0.0333
633.8,0.0137,0.0016,0.005,0.1051,0.0335,0.0291,0.0041,0.0371,0.0053,0.0285,0.6986,0.0044,0.002,0.0321
634.0,0.0144,0.0013,0.0048,0.0769,0.0258,0.0253,0.0036,0.0439,0.006,0.0257,0.7356,0.0037,0.002,0.0308
634.2,0.0167,0.001,0.0047,0.067,0.0174,0.0222,0.0035,0.0513,0.006,0.0215,0.7586,0.0033,0.0016,0.025
634.4,0.0195,0.0008,0.0046,0.0574,0.0119,0.0199,0.0034,0.0603,0.0061,0.0185,0.7725,0.0028,0.0013,0.021
634.6,0.0235,0.0007,0.004,0.0555,0.0109,0.0173,0.0034,0.0732,0.0076,0.0163,0.7636,0.0029,0.0013,0.0198
634.8,0.0331,0.0009,0.0047,0.0505,0.0127,0.0187,0.0039,0.091,0.01,0.0172,0.7274,0.0032,0.0017,0.025
635.0,0.0464,0.0011,0.0054,0.0453,0.0145,0.0198,0.0044,0.1115,0.013,0.018,0.6837,0.0035,0.0022,0.0312
635.2,0.0627,0.0013,0.0062,0.0417,0.0162,0.0207,0.005,0.1362,0.0166,0.0183,0.6314,0.0038,0.0029,0.037
635.4,0.0824,0.0015,0.0068,0.0364,0.0174,0.0206,0.0054,0.1653,0.0204,0.0178,0.5755,0.0039,0.0037,0.0428
635.6,0.1078,0.0018,0.0075,0.0317,0.0186,0.0208,0.0059,0.1932,0.0251,0.0174,0.5129,0.0041,0.0047,0.0487
635.8,0.1203,0.0023,0.0081,0.0376,0.0252,0.0224,0.0071,0.1862,0.0281,0.0201,0.471,0.0049,0.0058,0.0609
636.0,0.1575,0.0028,0.0098,0.0394,0.0294,0.0276,0.0091,0.1761,0.0292,0.0231,0.4062,0.0058,0.0076,0.0765
636.2,0.1961,0.0031,0.0113,0.0396,0.0346,0.0331,0.0112,0.1622,0.0299,0.0266,0.3396,0.0066,0.0098,0.0965
636.4,0.2384,0.0034,0.0128,0.0394,0.0386,0.0392,0.0133,0.1434,0.0297,0.0299,0.2762,0.0073,0.012,0.1164
636.6,0.2889,0.0033,0.0181,0.0423,0.0334,0.0502,0.0173,0.1253,0.0239,0.0334,0.212,0.0071,0.0132,0.1318
636.8,0.3166,0.0028,0.0231,0.0442,0.028,0.0609,0.0207,0.119,0.0211,0.0349,0.1761,0.007,0.0135,0.1322
637.0,0.3454,0.0024,0.0291,0.0454,0.0232,0.073,0.0247,0.1102,0.0182,0.036,0.1414,0.0068,0.0136,0.1306
637.2,0.3698,0.0019,0.0353,0.0438,0.0191,0.0865,0.0279,0.0995,0.0155,0.0367,0.1136,0.0064,0.0134,0.1303
637.4,0.3473,0.0017,0.041,0.0381,0.017,0.1008,0.0265,0.1067,0.0162,0.0402,0.1154,0.0056,0.0131,0.1305
637.6,0.3228,0.0014,0.0466,0.033,0.0149,0.1145,0.0247,0.1169,0.0168,0.0428,0.1183,0.005,0.0128,0.1294
637.8,0.2987,0.0012,0.052,0.0282,0.0133,0.1285,0.0228,0.1271,0.0174,0.0454,0.1203,0.0044,0.0123,0.1285
638.0,0.2301,0.0016,0.0523,0.0447,0.0169,0.1282,0.0272,0.1442,0.0199,0.0505,0.1479,0.0047,0.0118,0.1201
638.2,0.1745,0.0019,0.0517,0.0679,0.02,0.1244,0.0315,0.1573,0.022,0.0532,0.1731,0.0048,0.0109,0.1069
638.4,0.127,0.0024,0.0492,0.1005,0.0233,0.1148,0.0356,0.1675,0.0233,0.0532,0.1972,0.0049,0.0098,0.0914
638.6,0.0965,0.0029,0.0419,0.11,0.026,0.0935,0.0336,0.1806,0.0239,0.052,0.2467,0.0049,0.0088,0.0786
638.8,0.0722,0.0033,0.0349,0.1239,0.0286,0.0747,0.0309,0.1881,0.0241,0.0497,0.2904,0.0049,0.0077,0.0665
639.0,0.0519,0.0036,0.028,0.1355,0.0305,0.0576,0.0273,0.1921,0.0237,0.046,0.3378,0.0048,0.0066,0.0545
639.2,0.0371,0.0039,0.0223,0.1459,0.0321,0.044,0.024,0.1914,0.0229,0.0421,0.3802,0.0046,0.0055,0.0441
639.4,0.0339,0.0044,0.0208,0.1926,0.032,0.037,0.03,0.18,0.0226,0.0365,0.3635,0.0048,0.0047,0.0372
639.6,0.0304,0.0045,0.0189,0.25,0.0315,0.0311,0.0368,0.1658,0.0225,0.0318,0.3365,0.0049,0.004,0.0313
639.8,0.029,0.0048,0.0164,0.3115,0.03,0.0278,0.0424,0.1491,0.0214,0.0278,0.3014,0.0052,0.0034,0.0297
640.0,0.0351,0.0046,0.0172,0.2894,0.0286,0.0301,0.0433,0.1614,0.0246,0.0282,0.292,0.0056,0.0035,0.0365
640.2,0.0392,0.0047,0.0194,0.2584,0.0282,0.032,0.0421,0.169,0.0274,0.028,0.2988,0.0064,0.0036,0.0429
640.4,0.046,0.0049,0.0211,0.226,0.0284,0.034,0.0414,0.1909,0.0295,0.0268,0.2893,0.0069,0.0039,0.051
640.6,0.0498,0.0051,0.0228,0.2151,0.0281,0.0383,0.0424,0.202,0.0335,0.0249,0.2714,0.007,0.004,0.0556
640.8,0.0532,0.0053,0.0241,0.208,0.0243,0.0404,0.045,0.2103,0.0365,0.023,0.2664,0.0069,0.0036,0.0531
641.0,0.0537,0.0064,0.0249,0.2191,0.0216,0.0407,0.0495,0.2172,0.0405,0.0199,0.2473,0.0068,0.0031,0.0493
641.2,0.0539,0.0077,0.0254,0.2298,0.0192,0.0403,0.0547,0.2234,0.0443,0.0171,0.2298,0.0066,0.0027,0.0451
641.4,0.0556,0.0079,0.0257,0.2484,0.0194,0.0427,0.0494,0.2179,0.0427,0.0186,0.213,0.0066,0.0028,0.0494
641.6,0.0575,0.0087,0.0259,0.2644,0.0195,0.0443,0.0444,0.2144,0.04,0.0198,0.199,0.0066,0.0028,0.0528
641.8,0.0544,0.0091,0.0266,0.2889,0.0199,0.0426,0.0412,0.2105,0.0384,0.0207,0.1891,0.0062,0.0027,0.0499
642.0,0.0514,0.0096,0.0277,0.3004,0.0207,0.0434,0.0396,0.2051,0.0349,0.0211,0.1893,0.0062,0.0027,0.0478
642.2,0.0494,0.0095,0.0266,0.3163,0.0203,0.0442,0.0398,0.2004,0.0307,0.0239,0.1834,0.0055,0.0026,0.0474
642.4,0.045,0.0092,0.0269,0.3357,0.0196,0.0451,0.0396,0.1797,0.0277,0.0283,0.1888,0.0052,0.0024,0.0467
642.6,0.0408,0.0086,0.0297,0.3393,0.0198,0.0502,0.0417,0.1702,0.025,0.0321,0.1847,0.005,0.0024,0.0504
642.8,0.0364,0.009,0.03,0.3556,0.0221,0.0539,0.0405,0.1449,0.022,0.035,0.1829,0.005,0.0026,0.0601
643.0,0.0348,0.0081,0.0311,0.3456,0.0239,0.0608,0.0381,0.1247,0.0189,0.0408,0.1922,0.005,0.0028,0.0733
643.2,0.0328,0.0071,0.0286,0.3346,0.026,0.062,0.0344,0.1131,0.0161,0.0436,0.2137,0.005,0.0029,0.08
643.4,0.0298,0.0071,0.0263,0.3214,0.027,0.0612,0.0358,0.1061,0.0138,0.0408,0.2459,0.0052,0.0027,0.0768
643.6,0.0268,0.0071,0.0241,0.3059,0.0277,0.0607,0.0365,0.0975,0.0118,0.0384,0.2804,0.0055,0.0026,0.075
643.8,0.0261,0.0069,0.0232,0.2836,0.0298,0.0661,0.039,0.0908,0.0104,0.0369,0.3069,0.0057,0.0026,0.0721
644.0,0.0251,0.0068,0.0221,0.2695,0.0315,0.0669,0.0408,0.0875,0.0098,0.0355,0.3269,0.0057,0.0025,0.0694
644.2,0.0245,0.0068,0.02,0.2721,0.0319,0.0644,0.0407,0.0804,0.0088,0.0303,0.3517,0.0054,0.0022,0.0607
644.4,0.0238,0.0067,0.0178,0.2741,0.0322,0.0609,0.04,0.0745,0.008,0.0256,0.3769,0.0051,0.002,0.0525
644.6,0.0222,0.0065,0.0136,0.2826,0.0294,0.049,0.0363,0.0658,0.0069,0.0217,0.4198,0.0045,0.0015,0.0401
644.8,0.0206,0.006,0.0113,0.263,0.0281,0.0432,0.0316,0.0729,0.0069,0.0195,0.456,0.0043,0.0013,0.0353
645.0,0.0189,0.0055,0.0092,0.2403,0.0265,0.0374,0.0268,0.0809,0.0068,0.0175,0.494,0.004,0.0011,0.0311
645.2,0.0218,0.0062,0.0102,0.2486,0.0267,0.0403,0.0285,0.0825,0.007,0.0185,0.4728,0.004,0.0012,0.0317
645.4,0.0254,0.0071,0.0112,0.259,0.0272,0.0435,0.0316,0.0822,0.0073,0.0194,0.4483,0.004,0.0013,0.0326
645.6,0.0299,0.0081,0.012,0.2688,0.0279,0.0454,0.0352,0.0817,0.0074,0.02,0.4251,0.004,0.0013,0.0333
645.8,0.0313,0.0084,0.0142,0.2725,0.0283,0.0495,0.0339,0.0772,0.0077,0.0225,0.4074,0.0048,0.0016,0.0407
646.0,0.032,0.0091,0.0153,0.2849,0.0279,0.0494,0.0333,0.0774,0.008,0.0228,0.3866,0.0052,0.0017,0.0463
