time,gt,no action,open drawer,pick up bowl,put cereal box,open fridge,pick up milk bottle,close fridge,open milk bottle,pour milk into bowl with cereals,still pouring milk,pour milk,put lid on milk bottle,turn on tap,put milk in fridge,pick up ham,pick up salads,put down salad and ham,pick up plate,put down plate,open salad packaging,pour salad into bowl,still pouring salad into bowl,rinse bowl,close salad packaging,pick up clip,clip salad packaging,put salad in fridge,open cupboard,pick up bread,close cupboard,put down bread,turn off tap,pick up sauce,open sauce,pour sauce over salad,close sauce,pick up tissue,wipe sauce with tissue,put down sauce,put tissue in bin,open dishwasher,put down bowl,pick up fork,close drawer,close dishwasher,put fork,pick up cereal bowl,pick up salad bowl,put down bowls,put down fork,pick up breads,pick up cereal box,move chair,sit on chair,take slice of bread from bread packaging,put bread in bowl,take ham from ham packaging,put ham between bread slices,put sandwich in bowl,put ham in fridge,open cereal box,pour cereals into bowl,close cereal box
39.8732,put cereal box,0.0016,0.0301,0.0135,0.0099,0.0194,0.032,0.0228,0.0251,0.0026,0.0026,0.0237,0.0135,0.002,0.0173,0.0056,0.0075,0.0152,0.0059,0.0039,0.0078,0.0014,0.0023,0.0002,0.0057,0.0071,0.0024,0.0034,0.0229,0.1883,0.0227,0.0531,0.0014,0.0825,0.0075,0.0006,0.0082,0.0029,0.0029,0.0648,0.0036,0.0014,0.0102,0.0269,0.037,0.0019,0.0091,0.0309,0.0046,0.0132,0.0097,0.0137,0.0241,0.0026,0.0055,0.0076,0.0064,0.0108,0.0029,0.0007,0.0081,0.0093,0.0029,0.0148
39.9566,put cereal box,0.0018,0.0321,0.0151,0.0085,0.0212,0.0389,0.0244,0.0311,0.003,0.0026,0.0312,0.0153,0.0024,0.0168,0.0045,0.0072,0.0116,0.0053,0.003,0.0067,0.001,0.0018,0.0002,0.0047,0.006,0.0022,0.0027,0.0261,0.1865,0.0255,0.0485,0.0018,0.0795,0.0079,0.0005,0.0086,0.0031,0.0031,0.0583,0.004,0.0015,0.0104,0.0288,0.04,0.0021,0.0087,0.0272,0.0038,0.0159,0.0089,0.013,0.0212,0.0031,0.0058,0.0067,0.0057,0.0085,0.0023,0.0006,0.0064,0.0085,0.0028,0.0134
40.04,open fridge,0.002,0.0331,0.0151,0.0089,0.0224,0.0446,0.0258,0.0382,0.0029,0.0027,0.0378,0.0155,0.0026,0.0166,0.0038,0.0065,0.0097,0.0046,0.0024,0.0071,0.0009,0.0018,0.0003,0.0049,0.0063,0.0025,0.0026,0.0256,0.1833,0.0255,0.0474,0.002,0.0681,0.0077,0.0004,0.0086,0.0033,0.0034,0.0489,0.0049,0.0018,0.0105,0.0295,0.042,0.0024,0.0085,0.0282,0.0035,0.0155,0.0084,0.0121,0.0212,0.0035,0.006,0.0067,0.0059,0.0078,0.002,0.0006,0.0059,0.0099,0.0028,0.0149
40.1234,open fridge,0.0022,0.0346,0.016,0.0089,0.0189,0.05,0.0212,0.0447,0.0032,0.0028,0.0432,0.0162,0.0024,0.0145,0.0032,0.0066,0.0087,0.0038,0.0018,0.0079,0.0009,0.0017,0.0003,0.0052,0.0062,0.0028,0.0023,0.0257,0.171,0.0257,0.0398,0.002,0.0742,0.0088,0.0004,0.0096,0.0038,0.0044,0.0494,0.0068,0.0022,0.0103,0.0295,0.0432,0.0028,0.0081,0.03,0.0032,0.0149,0.0075,0.0117,0.0219,0.0039,0.0071,0.0057,0.0053,0.0063,0.0016,0.0005,0.0046,0.0105,0.003,0.0147
40.2068,open fridge,0.0028,0.0374,0.0182,0.0089,0.0194,0.0482,0.0214,0.0426,0.0034,0.0027,0.0409,0.0138,0.0025,0.0151,0.0031,0.0081,0.0082,0.0044,0.0019,0.0076,0.0009,0.0016,0.0003,0.0049,0.0062,0.0027,0.0025,0.0299,0.1593,0.0295,0.0367,0.002,0.0707,0.0083,0.0004,0.0089,0.0043,0.0048,0.0466,0.009,0.0023,0.0111,0.0323,0.0461,0.0029,0.0081,0.0296,0.0035,0.016,0.0087,0.0132,0.0214,0.005,0.0094,0.005,0.0047,0.006,0.0016,0.0005,0.005,0.0102,0.0032,0.0142
40.2903,open fridge,0.0033,0.0427,0.0192,0.0086,0.0207,0.0478,0.0227,0.0446,0.0035,0.003,0.0432,0.0136,0.0024,0.0154,0.0035,0.0088,0.0082,0.0051,0.0021,0.0077,0.0009,0.0017,0.0003,0.0047,0.006,0.0026,0.0025,0.0304,0.1469,0.03,0.0331,0.002,0.064,0.0074,0.0003,0.0078,0.0048,0.0052,0.0395,0.0099,0.0022,0.0111,0.036,0.0517,0.0029,0.0087,0.0284,0.0035,0.0173,0.0095,0.0138,0.0217,0.0058,0.0117,0.0045,0.0041,0.0065,0.0018,0.0006,0.0054,0.0098,0.003,0.0139
40.3737,open fridge,0.0034,0.0519,0.0203,0.0083,0.0211,0.0536,0.0233,0.0529,0.004,0.0033,0.0467,0.0148,0.0023,0.0145,0.003,0.009,0.0076,0.0049,0.0019,0.0078,0.0009,0.0015,0.0003,0.0047,0.0058,0.0028,0.0024,0.0333,0.1186,0.0329,0.0266,0.0019,0.0556,0.0065,0.0003,0.0065,0.0052,0.0064,0.0332,0.0109,0.0023,0.0114,0.04,0.0612,0.0031,0.0094,0.0265,0.003,0.0195,0.0093,0.0133,0.0203,0.0065,0.0155,0.0043,0.0042,0.0064,0.0016,0.0005,0.0051,0.0095,0.0029,0.0135
40.4571,open fridge,0.0033,0.0528,0.0189,0.0089,0.0231,0.0513,0.0254,0.0517,0.004,0.003,0.0462,0.0127,0.0021,0.0155,0.0032,0.01,0.0082,0.0047,0.0018,0.0087,0.001,0.0013,0.0002,0.0053,0.0059,0.0029,0.0028,0.0345,0.1104,0.0341,0.0246,0.0018,0.053,0.0063,0.0003,0.0061,0.005,0.0063,0.0321,0.0111,0.0023,0.0104,0.0389,0.0611,0.0031,0.0093,0.029,0.0032,0.0189,0.0089,0.0136,0.0216,0.0076,0.0196,0.0041,0.004,0.0071,0.0017,0.0006,0.006,0.0107,0.0028,0.0149
40.5405,open fridge,0.0034,0.0537,0.0176,0.0087,0.0237,0.0474,0.0256,0.0469,0.0034,0.0029,0.0395,0.0124,0.0018,0.0154,0.0033,0.0103,0.0083,0.004,0.0016,0.0095,0.0009,0.0012,0.0002,0.0056,0.0058,0.0031,0.0033,0.0376,0.1047,0.0379,0.0236,0.0016,0.0529,0.0062,0.0002,0.0058,0.005,0.0075,0.0329,0.0123,0.0025,0.0096,0.0391,0.0603,0.0034,0.0093,0.0307,0.0029,0.0204,0.0084,0.0139,0.0227,0.0098,0.0266,0.0039,0.004,0.0083,0.0016,0.0006,0.0066,0.011,0.0023,0.0145
40.6239,open fridge,0.0036,0.05,0.019,0.0102,0.0208,0.0471,0.0227,0.0494,0.0037,0.0037,0.0411,0.0128,0.0017,0.0142,0.0032,0.0101,0.0088,0.0038,0.0014,0.009,0.001,0.0011,0.0002,0.0054,0.0054,0.0031,0.0033,0.0369,0.0915,0.0388,0.0228,0.0014,0.0503,0.0056,0.0002,0.0051,0.0049,0.0095,0.0317,0.0153,0.0027,0.0105,0.0381,0.0554,0.0038,0.0091,0.0355,0.0025,0.023,0.0076,0.0139,0.0251,0.0093,0.0329,0.0038,0.0051,0.0092,0.0018,0.0007,0.0068,0.0133,0.0022,0.0176
40.7073,open fridge,0.0036,0.0526,0.0217,0.0096,0.0231,0.0434,0.0247,0.0455,0.0033,0.0046,0.0369,0.0134,0.0019,0.0138,0.003,0.0092,0.0087,0.0039,0.0016,0.0097,0.0012,0.0014,0.0002,0.0056,0.005,0.0031,0.0036,0.0417,0.0726,0.0437,0.0195,0.0016,0.0515,0.0063,0.0002,0.0057,0.0047,0.011,0.0336,0.0154,0.0034,0.0128,0.042,0.0579,0.0047,0.0101,0.033,0.0029,0.0241,0.0086,0.0128,0.0221,0.009,0.0377,0.0032,0.0052,0.009,0.0016,0.0007,0.0068,0.0125,0.0018,0.0162
40.7908,open fridge,0.0036,0.055,0.0226,0.0107,0.0226,0.0454,0.0232,0.0485,0.0031,0.0053,0.0328,0.0138,0.0019,0.0146,0.0028,0.009,0.008,0.0042,0.0018,0.0097,0.0013,0.0016,0.0002,0.0055,0.0051,0.003,0.0039,0.0449,0.0668,0.0454,0.0182,0.0016,0.0489,0.0061,0.0002,0.0053,0.0041,0.0112,0.0327,0.0155,0.0047,0.0134,0.0408,0.0578,0.0063,0.0096,0.0357,0.0029,0.0237,0.0082,0.0128,0.0225,0.0076,0.036,0.0027,0.0055,0.0085,0.0015,0.0007,0.0068,0.0133,0.0015,0.0172
40.8742,open fridge,0.0039,0.0626,0.0249,0.0091,0.0226,0.0392,0.0229,0.0395,0.0025,0.0048,0.0282,0.0111,0.0021,0.0137,0.0026,0.0108,0.0074,0.0049,0.002,0.0082,0.001,0.0014,0.0002,0.0045,0.0053,0.0025,0.0035,0.0564,0.0661,0.0539,0.0168,0.0017,0.0536,0.007,0.0002,0.0058,0.004,0.0092,0.0354,0.0142,0.0054,0.0134,0.0454,0.0633,0.0071,0.0099,0.0267,0.0027,0.0292,0.0085,0.0146,0.0187,0.0076,0.0355,0.0021,0.0048,0.0065,0.0012,0.0005,0.0059,0.0103,0.0011,0.0139
40.9576,open fridge,0.0039,0.0644,0.0278,0.0088,0.0267,0.0347,0.0259,0.0354,0.002,0.0046,0.0242,0.0097,0.0023,0.0134,0.0027,0.0107,0.0071,0.0056,0.0021,0.0073,0.0009,0.0014,0.0002,0.0041,0.0061,0.0023,0.0035,0.0642,0.0695,0.059,0.0173,0.0018,0.0506,0.007,0.0002,0.0058,0.0039,0.0083,0.033,0.0122,0.0062,0.0142,0.0483,0.0631,0.0078,0.0095,0.0261,0.0028,0.0281,0.0084,0.0149,0.0178,0.0078,0.0293,0.0018,0.0046,0.0064,0.0012,0.0005,0.0064,0.0098,0.0009,0.0137
41.041,no action,0.0049,0.0678,0.0254,0.0091,0.0284,0.034,0.0266,0.0368,0.0017,0.0052,0.0212,0.0096,0.0021,0.0139,0.0026,0.0105,0.0072,0.0052,0.0019,0.0068,0.0008,0.0014,0.0002,0.0037,0.0066,0.0022,0.0033,0.0686,0.071,0.0589,0.0168,0.0017,0.0545,0.0072,0.0001,0.0058,0.0035,0.0071,0.0336,0.0112,0.0075,0.0121,0.0481,0.0639,0.0092,0.0091,0.0256,0.0024,0.0277,0.0075,0.0138,0.0187,0.0071,0.0239,0.0015,0.0041,0.0062,0.0012,0.0005,0.0066,0.0096,0.0008,0.0141
41.1244,no action,0.0057,0.0654,0.0268,0.0088,0.0318,0.0326,0.0289,0.0364,0.0013,0.0047,0.0158,0.0094,0.0019,0.0165,0.0026,0.0122,0.007,0.0051,0.0019,0.0073,0.0007,0.0014,0.0002,0.0041,0.0073,0.0024,0.004,0.0655,0.0761,0.0534,0.0168,0.0015,0.0572,0.0085,0.0001,0.0068,0.0035,0.0066,0.0357,0.0087,0.0082,0.0118,0.0458,0.0615,0.0102,0.0082,0.0255,0.0025,0.0279,0.007,0.0154,0.0186,0.0071,0.0231,0.0013,0.004,0.0062,0.0012,0.0005,0.0079,0.0091,0.0007,0.0137
41.2078,no action,0.0062,0.0594,0.0267,0.0094,0.0358,0.0359,0.0321,0.0364,0.0012,0.005,0.0122,0.0095,0.0017,0.0198,0.0029,0.015,0.0071,0.0056,0.002,0.0073,0.0006,0.0014,0.0002,0.0042,0.0077,0.0023,0.0049,0.0577,0.0835,0.0458,0.0178,0.0013,0.0586,0.0078,0.0001,0.0063,0.0034,0.0054,0.037,0.0077,0.0094,0.0116,0.0426,0.0552,0.0114,0.0072,0.028,0.0024,0.0261,0.0068,0.0181,0.0213,0.0064,0.0207,0.0012,0.0037,0.0066,0.0014,0.0006,0.0099,0.0095,0.0007,0.0145
41.2912,no action,0.0063,0.0536,0.0279,0.0084,0.0405,0.0356,0.037,0.0344,0.001,0.0046,0.0099,0.0099,0.0012,0.0237,0.0031,0.0189,0.0072,0.0057,0.0022,0.0065,0.0004,0.0012,0.0002,0.0039,0.0078,0.002,0.0057,0.0543,0.0993,0.0428,0.0218,0.001,0.0532,0.0069,0.0001,0.0056,0.003,0.0043,0.0346,0.0068,0.0106,0.0127,0.0411,0.0493,0.0127,0.0069,0.0283,0.0022,0.0272,0.0067,0.0214,0.0202,0.0051,0.0161,0.0011,0.004,0.0062,0.0016,0.0006,0.012,0.0081,0.0006,0.0122
41.3747,no action,0.0072,0.0475,0.0284,0.0089,0.0423,0.0354,0.0391,0.0315,0.0009,0.0044,0.008,0.0097,0.0012,0.0268,0.0034,0.0249,0.008,0.0062,0.0024,0.0062,0.0004,0.0011,0.0002,0.004,0.0088,0.0019,0.0066,0.05,0.1059,0.0379,0.025,0.001,0.0543,0.0064,0.0001,0.0053,0.0027,0.0031,0.0363,0.006,0.0103,0.0131,0.0394,0.0428,0.0126,0.0063,0.0285,0.0022,0.0255,0.0067,0.0256,0.0215,0.0039,0.013,0.0011,0.0042,0.0063,0.0021,0.0006,0.0142,0.0079,0.0005,0.0122
41.4581,no action,0.0081,0.0436,0.027,0.0083,0.0484,0.0333,0.045,0.0255,0.0007,0.0035,0.0053,0.0081,0.0011,0.0304,0.0043,0.0387,0.0084,0.0072,0.003,0.0059,0.0003,0.0009,0.0002,0.0038,0.0107,0.0018,0.0078,0.0466,0.1091,0.0332,0.0265,0.0009,0.0525,0.0055,0.0001,0.0046,0.0026,0.0018,0.0369,0.0047,0.0099,0.013,0.0383,0.0384,0.0123,0.0058,0.024,0.0024,0.0254,0.0072,0.032,0.0207,0.0036,0.0116,0.0009,0.0033,0.0066,0.0025,0.0006,0.0179,0.0065,0.0004,0.0103
41.5415,no action,0.0089,0.0339,0.0249,0.0093,0.0473,0.0329,0.0473,0.0228,0.0006,0.0023,0.0037,0.0064,0.0009,0.0347,0.0058,0.0542,0.0092,0.0077,0.0031,0.0052,0.0002,0.0006,0.0002,0.0037,0.0136,0.0017,0.0094,0.0388,0.1288,0.0274,0.032,0.0007,0.0436,0.0035,0.0001,0.003,0.0026,0.0011,0.0308,0.0044,0.0096,0.0114,0.0324,0.0296,0.0126,0.0043,0.0244,0.0023,0.0241,0.0058,0.0395,0.0243,0.0034,0.0114,0.0009,0.0031,0.0075,0.0034,0.0007,0.0243,0.0065,0.0004,0.011
41.6249,no action,0.0084,0.026,0.0206,0.0084,0.0465,0.0296,0.0501,0.0177,0.0005,0.0018,0.0026,0.0056,0.0007,0.0387,0.0078,0.0721,0.0119,0.0071,0.0031,0.0052,0.0002,0.0004,0.0002,0.0041,0.0155,0.0017,0.0112,0.0304,0.1301,0.0222,0.0357,0.0006,0.0457,0.0032,0.0002,0.0028,0.0026,0.0007,0.0335,0.0034,0.0068,0.0098,0.0278,0.0232,0.0101,0.0035,0.0213,0.0023,0.0223,0.0054,0.0531,0.0244,0.0036,0.0138,0.001,0.0028,0.0086,0.0046,0.0008,0.0305,0.0054,0.0003,0.0099
41.7083,no action,0.0078,0.0192,0.0176,0.0087,0.0472,0.0261,0.0536,0.0147,0.0004,0.0015,0.0016,0.0055,0.0005,0.0466,0.0105,0.083,0.0143,0.0066,0.0031,0.0048,0.0002,0.0004,0.0001,0.0043,0.0177,0.0017,0.0157,0.0218,0.1266,0.017,0.0386,0.0004,0.04,0.0024,0.0002,0.0022,0.0024,0.0005,0.029,0.0027,0.0048,0.009,0.023,0.0174,0.008,0.0028,0.0217,0.0022,0.0198,0.0048,0.0635,0.0267,0.0033,0.0143,0.0011,0.0029,0.0106,0.0064,0.0011,0.0446,0.005,0.0003,0.0096
41.7918,no action,0.0071,0.0141,0.0128,0.0084,0.0452,0.0208,0.0566,0.011,0.0003,0.0011,0.0011,0.0042,0.0003,0.057,0.0126,0.0956,0.0178,0.0061,0.0034,0.0044,0.0001,0.0003,0.0001,0.0044,0.0177,0.0016,0.0197,0.0162,0.119,0.0135,0.0433,0.0002,0.0402,0.002,0.0003,0.0019,0.0021,0.0003,0.0306,0.0017,0.0031,0.0075,0.0181,0.0132,0.0056,0.0024,0.0175,0.0023,0.0178,0.0048,0.0769,0.0256,0.0028,0.0148,0.0014,0.0026,0.011,0.0077,0.0012,0.055,0.0044,0.0002,0.0088
41.8752,no action,0.0052,0.01,0.0105,0.0074,0.0394,0.017,0.0528,0.0085,0.0003,0.0008,0.0008,0.0033,0.0002,0.0587,0.0162,0.1113,0.0198,0.0064,0.004,0.004,0.0001,0.0002,0.0001,0.0044,0.0207,0.0015,0.0222,0.0125,0.1212,0.0113,0.0474,0.0002,0.0353,0.0018,0.0004,0.0018,0.0021,0.0002,0.0279,0.0011,0.002,0.0064,0.016,0.0097,0.0041,0.0022,0.0139,0.0025,0.0134,0.0049,0.0991,0.0223,0.0023,0.0126,0.0015,0.0025,0.0115,0.0088,0.0013,0.0626,0.0037,0.0002,0.0075
41.9586,no action,0.0043,0.0083,0.0075,0.0085,0.0322,0.0158,0.0449,0.0077,0.0003,0.0007,0.0007,0.0028,0.0002,0.0585,0.0207,0.1182,0.0244,0.006,0.0039,0.0038,0.0001,0.0002,0.0001,0.0044,0.0248,0.0014,0.022,0.0108,0.1151,0.0101,0.0489,0.0002,0.039,0.0019,0.0005,0.0018,0.0022,0.0002,0.0312,0.0011,0.0017,0.0049,0.0152,0.008,0.0036,0.0022,0.0122,0.0025,0.0091,0.0052,0.1083,0.0238,0.0019,0.0112,0.0017,0.0023,0.013,0.0101,0.0012,0.0641,0.0042,0.0001,0.0082
42.042,pick up milk bottle,0.0036,0.0068,0.0061,0.009,0.0281,0.0135,0.0408,0.0073,0.0002,0.0005,0.0007,0.0024,0.0002,0.0575,0.0242,0.113,0.0277,0.0055,0.0039,0.0037,0.0001,0.0002,0.0001,0.0045,0.0314,0.0014,0.0194,0.0104,0.1196,0.01,0.0544,0.0002,0.0427,0.0022,0.0007,0.0022,0.0026,0.0002,0.034,0.001,0.0012,0.0043,0.0145,0.0068,0.0027,0.0021,0.0113,0.0026,0.0072,0.0056,0.1088,0.0255,0.0018,0.0096,0.002,0.002,0.0137,0.0106,0.0012,0.0609,0.0045,0.0001,0.0087
42.1254,pick up milk bottle,0.0028,0.0059,0.0055,0.0104,0.0236,0.0137,0.0348,0.0075,0.0002,0.0005,0.0007,0.0024,0.0002,0.0546,0.0285,0.1022,0.0323,0.0056,0.0041,0.0045,0.0001,0.0002,0.0001,0.0057,0.0393,0.0017,0.0171,0.0096,0.1114,0.0095,0.0536,0.0002,0.053,0.0029,0.001,0.0029,0.0029,0.0002,0.0414,0.0008,0.0008,0.004,0.0152,0.0061,0.0019,0.0022,0.0108,0.0032,0.0054,0.0066,0.1099,0.0296,0.0017,0.0086,0.002,0.0017,0.0149,0.0109,0.0012,0.0541,0.0053,0.0001,0.0104
42.2088,pick up milk bottle,0.0022,0.0056,0.0046,0.0117,0.0218,0.0137,0.0322,0.0088,0.0003,0.0004,0.0008,0.0023,0.0002,0.0576,0.0323,0.081,0.0406,0.0051,0.0038,0.0052,0.0002,0.0002,0.0,0.0066,0.0445,0.002,0.0167,0.009,0.1108,0.0092,0.0532,0.0002,0.059,0.0039,0.0014,0.0037,0.003,0.0002,0.0442,0.0006,0.0006,0.0035,0.015,0.0059,0.0015,0.0025,0.0113,0.0035,0.004,0.0073,0.0984,0.0346,0.0015,0.0075,0.0024,0.0016,0.0157,0.0108,0.0013,0.0525,0.0066,0.0001,0.0128
42.2923,pick up milk bottle,0.0019,0.0048,0.0043,0.0154,0.0186,0.0145,0.0277,0.0103,0.0004,0.0004,0.001,0.0024,0.0003,0.0603,0.0315,0.0646,0.0416,0.0046,0.0034,0.0063,0.0002,0.0002,0.0,0.0085,0.0487,0.0025,0.0165,0.0082,0.1083,0.0087,0.0544,0.0002,0.0618,0.0046,0.002,0.0044,0.0032,0.0002,0.0449,0.0006,0.0005,0.0034,0.0132,0.0051,0.0013,0.0023,0.0135,0.0035,0.003,0.0067,0.095,0.0448,0.0013,0.0069,0.0031,0.0019,0.0155,0.0101,0.0015,0.0476,0.009,0.0002,0.0182
42.3757,pick up milk bottle,0.0014,0.0043,0.0037,0.018,0.0177,0.0141,0.0255,0.0107,0.0005,0.0004,0.001,0.0023,0.0002,0.0656,0.0312,0.0525,0.0445,0.0039,0.003,0.0073,0.0002,0.0002,0.0,0.0099,0.0521,0.0031,0.0174,0.0072,0.1102,0.0077,0.0561,0.0002,0.0633,0.0058,0.0026,0.0054,0.0034,0.0002,0.0436,0.0005,0.0004,0.0031,0.0119,0.0046,0.001,0.0023,0.0146,0.0036,0.0023,0.0067,0.0858,0.0511,0.001,0.005,0.0033,0.002,0.0145,0.0091,0.0016,0.046,0.0108,0.0002,0.0221
42.4591,pick up milk bottle,0.0013,0.0042,0.0033,0.0221,0.0176,0.0139,0.0243,0.0118,0.0005,0.0004,0.0012,0.002,0.0002,0.0671,0.0303,0.0456,0.0489,0.0041,0.0033,0.0087,0.0002,0.0003,0.0,0.0113,0.0556,0.0036,0.0191,0.0068,0.1102,0.0072,0.0566,0.0002,0.0565,0.0061,0.003,0.0055,0.0037,0.0002,0.0385,0.0005,0.0004,0.0028,0.0126,0.0044,0.0009,0.0026,0.0147,0.0042,0.0018,0.0078,0.0716,0.0571,0.0008,0.0037,0.0034,0.002,0.0145,0.0087,0.0017,0.0477,0.0136,0.0003,0.027
42.5425,pick up milk bottle,0.0012,0.0039,0.0027,0.0269,0.0156,0.0145,0.0215,0.0129,0.0007,0.0004,0.0014,0.0018,0.0003,0.0618,0.0288,0.0404,0.0506,0.0038,0.0032,0.0107,0.0003,0.0004,0.0,0.0139,0.0549,0.0041,0.0178,0.006,0.107,0.0063,0.058,0.0003,0.0568,0.0069,0.0034,0.006,0.0037,0.0003,0.0408,0.0005,0.0003,0.0025,0.012,0.004,0.0008,0.0027,0.0163,0.0045,0.0013,0.008,0.0654,0.0656,0.0006,0.0029,0.0034,0.0019,0.0148,0.0078,0.0016,0.0409,0.0174,0.0003,0.0347
42.6259,pick up milk bottle,0.0011,0.0042,0.0028,0.031,0.0147,0.0189,0.0194,0.0165,0.0008,0.0005,0.0017,0.0022,0.0003,0.0586,0.0286,0.0373,0.0429,0.0039,0.003,0.0113,0.0003,0.0004,0.0,0.0139,0.0611,0.0046,0.0161,0.006,0.108,0.0061,0.0537,0.0003,0.0499,0.0067,0.0031,0.0056,0.0041,0.0004,0.0341,0.0006,0.0004,0.0024,0.0135,0.0043,0.0009,0.003,0.0189,0.0042,0.0011,0.0081,0.0585,0.0767,0.0006,0.0027,0.0033,0.0018,0.0152,0.0076,0.0017,0.0391,0.0202,0.0004,0.0405
42.7093,pick up milk bottle,0.001,0.0042,0.0026,0.0364,0.0138,0.0205,0.0181,0.0179,0.001,0.0004,0.0021,0.0023,0.0003,0.0598,0.0259,0.0317,0.0409,0.0034,0.0025,0.0129,0.0003,0.0005,0.0,0.0159,0.0573,0.0052,0.0163,0.0052,0.1003,0.0052,0.0505,0.0003,0.0501,0.0066,0.0035,0.0055,0.0037,0.0004,0.0337,0.0007,0.0004,0.0023,0.0118,0.0042,0.001,0.0026,0.0218,0.0044,0.001,0.0071,0.0493,0.0914,0.0006,0.0027,0.0035,0.0019,0.0148,0.0071,0.0018,0.0368,0.0245,0.0004,0.0496
42.7927,pick up milk bottle,0.0009,0.0039,0.0027,0.0402,0.0138,0.0216,0.0182,0.0179,0.0013,0.0004,0.0024,0.0023,0.0003,0.0613,0.0241,0.0282,0.0378,0.0032,0.0024,0.0129,0.0003,0.0004,0.0,0.016,0.0537,0.0056,0.0162,0.0047,0.0946,0.0047,0.0499,0.0003,0.0478,0.0065,0.0042,0.0054,0.0036,0.0004,0.0319,0.0007,0.0004,0.0025,0.0104,0.004,0.001,0.0024,0.0263,0.0041,0.001,0.0064,0.0452,0.1048,0.0006,0.0025,0.0037,0.002,0.0138,0.0066,0.002,0.0357,0.0263,0.0005,0.0552
42.8762,pick up milk bottle,0.0009,0.0037,0.0026,0.0436,0.0124,0.0231,0.0163,0.0175,0.0014,0.0004,0.0023,0.0023,0.0003,0.0621,0.0244,0.0279,0.0368,0.0029,0.0022,0.013,0.0004,0.0005,0.0,0.016,0.0526,0.0061,0.0177,0.0041,0.0879,0.0041,0.048,0.0003,0.0471,0.0065,0.0045,0.0054,0.0032,0.0004,0.0313,0.0007,0.0004,0.0023,0.0094,0.0038,0.001,0.0022,0.0276,0.0044,0.0009,0.0058,0.0463,0.1114,0.0005,0.0025,0.0038,0.0022,0.0133,0.0066,0.0022,0.0345,0.0268,0.0005,0.0584
42.9596,pick up milk bottle,0.001,0.0038,0.0026,0.0468,0.0123,0.024,0.0161,0.0187,0.0015,0.0004,0.0022,0.0022,0.0003,0.0611,0.023,0.0287,0.034,0.0028,0.002,0.0126,0.0003,0.0004,0.0,0.0151,0.0528,0.0061,0.0174,0.0043,0.0854,0.0042,0.0459,0.0003,0.0449,0.0064,0.0047,0.0052,0.0034,0.0005,0.0297,0.0008,0.0005,0.0022,0.0086,0.0038,0.0012,0.0019,0.0292,0.004,0.001,0.0052,0.045,0.1182,0.0005,0.0028,0.0038,0.0024,0.0131,0.0063,0.0022,0.0332,0.0279,0.0005,0.0624
43.043,pick up milk bottle,0.001,0.0034,0.0026,0.0489,0.0126,0.0256,0.0168,0.0179,0.0015,0.0004,0.0021,0.0022,0.0003,0.061,0.0236,0.0304,0.0321,0.0029,0.0022,0.0124,0.0004,0.0004,0.0,0.0148,0.052,0.0062,0.0179,0.0044,0.0855,0.0044,0.0459,0.0003,0.0422,0.0059,0.0044,0.0049,0.0036,0.0005,0.0283,0.0009,0.0005,0.0023,0.0083,0.0034,0.0013,0.0017,0.0301,0.0043,0.0011,0.005,0.0435,0.1225,0.0005,0.0029,0.0035,0.0023,0.013,0.0064,0.0021,0.0332,0.0268,0.0005,0.0617
43.1264,pick up milk bottle,0.001,0.0036,0.0024,0.0454,0.0136,0.0265,0.0185,0.018,0.0015,0.0004,0.0021,0.0024,0.0003,0.0603,0.0242,0.0311,0.0352,0.0029,0.0021,0.0116,0.0004,0.0004,0.0,0.0137,0.0509,0.0057,0.0181,0.0048,0.0933,0.0046,0.0482,0.0003,0.0431,0.0063,0.0046,0.0052,0.0034,0.0005,0.0284,0.001,0.0005,0.002,0.0086,0.0036,0.0014,0.0018,0.0286,0.0046,0.0011,0.005,0.0414,0.119,0.0006,0.003,0.0034,0.0022,0.0132,0.0068,0.002,0.0335,0.0243,0.0005,0.0567
43.2098,pick up milk bottle,0.0012,0.0033,0.0022,0.0427,0.013,0.0273,0.0179,0.019,0.0015,0.0004,0.0023,0.0025,0.0003,0.0606,0.028,0.0308,0.0376,0.0027,0.002,0.011,0.0004,0.0004,0.0,0.0131,0.047,0.0052,0.0163,0.0044,0.0946,0.0044,0.0483,0.0003,0.0445,0.0067,0.005,0.0056,0.0029,0.0005,0.0298,0.0009,0.0005,0.0018,0.0083,0.0034,0.0013,0.002,0.029,0.0041,0.0011,0.0047,0.0422,0.1154,0.0006,0.0031,0.0037,0.0024,0.0162,0.008,0.0021,0.0358,0.0235,0.0004,0.054
43.2933,pick up milk bottle,0.0011,0.0027,0.002,0.0411,0.0128,0.0293,0.0176,0.0201,0.0015,0.0004,0.0024,0.0029,0.0003,0.0618,0.0307,0.0308,0.0369,0.0022,0.0015,0.0106,0.0003,0.0003,0.0,0.0125,0.0447,0.005,0.014,0.004,0.0961,0.0039,0.0474,0.0003,0.0445,0.0069,0.0048,0.0058,0.0028,0.0005,0.0289,0.0009,0.0004,0.0017,0.007,0.0029,0.0011,0.0017,0.0312,0.0036,0.0011,0.0039,0.0408,0.1196,0.0006,0.0033,0.0035,0.0024,0.018,0.0087,0.0021,0.0365,0.0238,0.0004,0.0534
