time,no action,take cup,put down cup,fold tablecloth,pull down tablecloth,take washing up liquid,pour washing up liquid into cup,open tap,wash cup,rinse spoon,rinse cup,turn tap,pull down cup,take cereal bag,rinse sink,rinse hands,close tap,dry hands,take bottle,open bottle,take glass,pour water,drink water,put down bottle,fold cereal bag,put down glass,take container,put cereal bag into cereal box,close cereal box,open cupboard,put down cereal box,close cupboard,take tablecloth
59.4761,0.0002,0.0215,0.0426,0.0011,0.0023,0.0111,0.0145,0.0083,0.2517,0.1044,0.2548,0.0258,0.03,0.0004,0.0552,0.0711,0.0122,0.0054,0.0041,0.011,0.0151,0.0056,0.0062,0.0032,0.0002,0.0103,0.0269,0.0006,0.0006,0.0004,0.0009,0.0004,0.0021
59.5595,0.0002,0.018,0.0388,0.0012,0.0026,0.0109,0.0136,0.0097,0.2393,0.1175,0.2413,0.0298,0.0301,0.0004,0.0598,0.0818,0.0142,0.0055,0.004,0.0114,0.013,0.0062,0.0056,0.0035,0.0002,0.01,0.0264,0.0007,0.0006,0.0003,0.0009,0.0004,0.0022
59.6429,0.0002,0.018,0.0392,0.0012,0.0027,0.0106,0.0121,0.0102,0.2301,0.1109,0.2395,0.0294,0.0301,0.0004,0.0652,0.0913,0.0149,0.0057,0.0041,0.0121,0.0136,0.0061,0.0057,0.0037,0.0002,0.0106,0.027,0.0006,0.0005,0.0004,0.0009,0.0005,0.0023
59.7263,0.0002,0.0162,0.0381,0.001,0.0024,0.0102,0.0121,0.0107,0.2309,0.1209,0.246,0.0305,0.0287,0.0003,0.0592,0.0936,0.0156,0.0058,0.0035,0.0119,0.0115,0.0059,0.0049,0.0037,0.0002,0.0101,0.0215,0.0005,0.0004,0.0003,0.0007,0.0004,0.0019
59.8098,0.0002,0.0153,0.04,0.001,0.0024,0.0102,0.0119,0.013,0.2058,0.1235,0.244,0.034,0.0273,0.0003,0.0636,0.1045,0.0192,0.0069,0.0036,0.0124,0.0112,0.0062,0.0046,0.004,0.0002,0.0109,0.0199,0.0004,0.0003,0.0003,0.0006,0.0004,0.002
59.8932,0.0002,0.0132,0.037,0.0008,0.0023,0.0107,0.0109,0.0157,0.1892,0.1363,0.2371,0.036,0.0241,0.0002,0.0714,0.1126,0.0231,0.0062,0.0034,0.0123,0.0111,0.0066,0.0042,0.0039,0.0001,0.011,0.0169,0.0003,0.0002,0.0003,0.0004,0.0004,0.0017
59.9766,0.0002,0.0128,0.0392,0.0009,0.0023,0.0115,0.011,0.0169,0.1861,0.1243,0.2331,0.0352,0.0237,0.0002,0.0764,0.1219,0.0247,0.0066,0.0035,0.0135,0.0111,0.0064,0.0042,0.0041,0.0001,0.0111,0.0158,0.0002,0.0002,0.0003,0.0004,0.0004,0.0017
60.06,0.0002,0.0122,0.0384,0.0008,0.0022,0.011,0.0111,0.0171,0.1905,0.1296,0.2432,0.0306,0.0255,0.0002,0.0731,0.1109,0.0248,0.0061,0.0033,0.014,0.0118,0.0058,0.0044,0.004,0.0001,0.0119,0.0142,0.0003,0.0002,0.0004,0.0004,0.0004,0.0015
60.1434,0.0001,0.0119,0.0374,0.0007,0.0018,0.0105,0.0111,0.0166,0.19,0.1362,0.2576,0.029,0.0251,0.0001,0.0705,0.1048,0.0237,0.005,0.0026,0.0126,0.0119,0.0056,0.0049,0.0035,0.0001,0.0116,0.0124,0.0002,0.0002,0.0003,0.0003,0.0004,0.0013
60.2268,0.0001,0.0127,0.0396,0.0007,0.0019,0.0111,0.0113,0.017,0.1782,0.131,0.2576,0.0287,0.0256,0.0002,0.0779,0.1062,0.024,0.005,0.0027,0.0119,0.0136,0.005,0.0054,0.0034,0.0001,0.0123,0.0142,0.0002,0.0002,0.0003,0.0004,0.0004,0.0014
60.3103,0.0001,0.0138,0.0422,0.0008,0.0021,0.0108,0.0106,0.0183,0.1639,0.123,0.2536,0.0309,0.026,0.0002,0.0891,0.1115,0.0256,0.0049,0.0028,0.0113,0.0148,0.0048,0.0056,0.0034,0.0001,0.0122,0.0142,0.0003,0.0002,0.0004,0.0004,0.0004,0.0016
60.3937,0.0001,0.0153,0.0479,0.0008,0.002,0.0106,0.0109,0.0158,0.1748,0.1146,0.2652,0.0246,0.0264,0.0002,0.084,0.1062,0.0219,0.0051,0.0028,0.0112,0.0157,0.0042,0.0059,0.0032,0.0001,0.0128,0.0142,0.0003,0.0002,0.0004,0.0005,0.0004,0.0016
60.4771,0.0001,0.0151,0.0488,0.0008,0.0021,0.0098,0.0104,0.0157,0.1757,0.1176,0.2614,0.0242,0.0265,0.0002,0.0828,0.1116,0.0217,0.0051,0.0024,0.0101,0.0147,0.0042,0.0058,0.0028,0.0001,0.0124,0.0148,0.0003,0.0002,0.0003,0.0005,0.0004,0.0015
60.5605,0.0001,0.0155,0.0476,0.0009,0.0022,0.0104,0.0104,0.0176,0.1568,0.1162,0.2582,0.0258,0.0253,0.0002,0.0908,0.1208,0.0246,0.005,0.0024,0.0087,0.0155,0.0043,0.0056,0.0026,0.0001,0.012,0.0164,0.0003,0.0002,0.0004,0.0006,0.0004,0.0018
60.6439,0.0002,0.0161,0.0467,0.001,0.0022,0.0108,0.0108,0.0183,0.1505,0.1171,0.2519,0.026,0.025,0.0002,0.0962,0.125,0.0255,0.0048,0.0023,0.0082,0.0159,0.0043,0.0056,0.0025,0.0001,0.0117,0.0172,0.0004,0.0003,0.0004,0.0006,0.0004,0.0019
60.7273,0.0002,0.0153,0.0446,0.0011,0.0024,0.0106,0.0105,0.0183,0.1434,0.1178,0.241,0.0282,0.0255,0.0003,0.103,0.134,0.0254,0.005,0.0023,0.008,0.0155,0.0042,0.0056,0.0026,0.0001,0.0123,0.0185,0.0004,0.0003,0.0005,0.0007,0.0005,0.002
60.8107,0.0002,0.0158,0.0418,0.001,0.0022,0.0105,0.01,0.019,0.1391,0.1204,0.2392,0.029,0.0252,0.0003,0.1068,0.1327,0.0268,0.0045,0.0021,0.0073,0.0168,0.0043,0.0059,0.0023,0.0001,0.0121,0.0202,0.0004,0.0003,0.0004,0.0007,0.0005,0.0019
60.8942,0.0002,0.0156,0.0403,0.001,0.0023,0.011,0.0094,0.0204,0.1337,0.1169,0.23,0.0311,0.0247,0.0003,0.1178,0.1381,0.0282,0.0043,0.0021,0.0065,0.0168,0.0045,0.0056,0.0022,0.0001,0.0117,0.0206,0.0004,0.0004,0.0005,0.0008,0.0005,0.0019
60.9776,0.0002,0.0152,0.0382,0.001,0.0023,0.0104,0.0086,0.0199,0.1354,0.1128,0.227,0.0298,0.0221,0.0003,0.1283,0.1377,0.0276,0.0045,0.0022,0.0068,0.0182,0.005,0.0056,0.0021,0.0002,0.0121,0.0219,0.0004,0.0004,0.0005,0.0008,0.0006,0.002
61.061,0.0002,0.0152,0.0371,0.0011,0.0023,0.0109,0.0085,0.0204,0.135,0.1058,0.2303,0.0325,0.022,0.0003,0.1317,0.1385,0.029,0.0039,0.0021,0.0062,0.0186,0.0053,0.0055,0.0018,0.0001,0.0114,0.0198,0.0004,0.0004,0.0005,0.0006,0.0006,0.0021
61.1444,0.0003,0.0163,0.0378,0.0011,0.0023,0.0112,0.009,0.0182,0.1477,0.0979,0.2377,0.0312,0.0238,0.0003,0.1306,0.1244,0.0266,0.0035,0.0021,0.0063,0.0203,0.0054,0.0059,0.0018,0.0002,0.0115,0.0217,0.0004,0.0004,0.0005,0.0006,0.0006,0.0021
61.2278,0.0003,0.0163,0.0356,0.0012,0.0024,0.0126,0.0093,0.0194,0.1458,0.0958,0.2396,0.0332,0.0234,0.0003,0.1392,0.1133,0.0286,0.0034,0.0021,0.0054,0.0207,0.0061,0.0054,0.0017,0.0002,0.0112,0.0227,0.0004,0.0004,0.0006,0.0006,0.0007,0.0022
61.3113,0.0003,0.016,0.0336,0.0012,0.0023,0.0136,0.0093,0.0199,0.1354,0.0987,0.2285,0.0353,0.0236,0.0003,0.1454,0.1204,0.0291,0.0035,0.0024,0.0056,0.0221,0.0065,0.0054,0.0018,0.0002,0.0122,0.0223,0.0004,0.0004,0.0007,0.0006,0.0008,0.0022
61.3947,0.0003,0.0163,0.0367,0.0012,0.0023,0.0128,0.0089,0.0177,0.1496,0.0893,0.2374,0.0314,0.0244,0.0004,0.141,0.1144,0.0264,0.0032,0.0025,0.006,0.0231,0.0066,0.0052,0.0018,0.0002,0.0131,0.0227,0.0004,0.0004,0.0007,0.0006,0.0009,0.0021
61.4781,0.0003,0.0158,0.0337,0.0014,0.0026,0.0126,0.008,0.0169,0.1619,0.0857,0.241,0.0334,0.0261,0.0004,0.1356,0.1084,0.0256,0.0031,0.0024,0.0054,0.0232,0.0073,0.0051,0.0015,0.0003,0.0118,0.0252,0.0005,0.0005,0.0007,0.0007,0.0009,0.0022
61.5615,0.0004,0.0151,0.031,0.0017,0.0031,0.0142,0.0081,0.0184,0.1652,0.0866,0.2349,0.0337,0.0281,0.0005,0.1355,0.102,0.0277,0.0033,0.0023,0.0054,0.024,0.0079,0.0049,0.0016,0.0003,0.0112,0.0269,0.0006,0.0006,0.0007,0.0008,0.0009,0.0026
61.6449,0.0004,0.0151,0.0304,0.0018,0.0033,0.0151,0.0087,0.0184,0.1616,0.0844,0.2409,0.0332,0.0273,0.0005,0.1366,0.1024,0.028,0.0032,0.0023,0.0052,0.0236,0.0076,0.0051,0.0015,0.0003,0.0104,0.0261,0.0006,0.0006,0.0008,0.0007,0.001,0.0028
61.7283,0.0004,0.0166,0.0341,0.0019,0.0037,0.0149,0.0088,0.0167,0.1649,0.0753,0.249,0.0331,0.0276,0.0006,0.1303,0.1023,0.0264,0.0032,0.0025,0.0054,0.0245,0.0073,0.0053,0.0015,0.0003,0.0099,0.0265,0.0006,0.0006,0.0008,0.0007,0.0011,0.003
61.8118,0.0004,0.0179,0.0359,0.002,0.004,0.0146,0.0091,0.0154,0.1787,0.0721,0.2527,0.0327,0.0323,0.0006,0.1205,0.0903,0.0248,0.0029,0.0026,0.0056,0.0246,0.0081,0.0059,0.0015,0.0003,0.0095,0.0282,0.0006,0.0006,0.0008,0.0008,0.0011,0.003
61.8952,0.0004,0.0184,0.0376,0.0018,0.0038,0.0146,0.0091,0.0147,0.1836,0.0702,0.2499,0.0321,0.0333,0.0006,0.1223,0.0831,0.0234,0.0029,0.0028,0.0062,0.0247,0.0089,0.0065,0.0017,0.0003,0.0097,0.0307,0.0006,0.0006,0.0008,0.0008,0.0011,0.0028
61.9786,0.0004,0.0189,0.0396,0.002,0.0041,0.0137,0.0086,0.0138,0.1826,0.0706,0.2472,0.0324,0.0329,0.0006,0.1187,0.0887,0.0217,0.0034,0.0033,0.0073,0.0241,0.0085,0.0064,0.002,0.0003,0.0102,0.031,0.0006,0.0006,0.001,0.0008,0.0013,0.0028
62.062,0.0004,0.0211,0.0451,0.0021,0.0043,0.0137,0.0086,0.0144,0.1823,0.0622,0.2374,0.0328,0.033,0.0006,0.1134,0.0992,0.023,0.0039,0.0038,0.0098,0.025,0.0075,0.0068,0.0024,0.0004,0.0103,0.0293,0.0005,0.0006,0.0011,0.0007,0.0013,0.003
62.1454,0.0004,0.0218,0.0462,0.0024,0.0048,0.0132,0.0085,0.014,0.1974,0.0556,0.2422,0.0313,0.0334,0.0005,0.1134,0.0886,0.0224,0.0042,0.0039,0.0114,0.0239,0.0065,0.0068,0.0026,0.0003,0.0088,0.0279,0.0005,0.0006,0.001,0.0007,0.0012,0.0033
62.2288,0.0004,0.0229,0.0488,0.0023,0.0045,0.0142,0.0083,0.0156,0.2026,0.054,0.2455,0.0333,0.0313,0.0005,0.1081,0.0797,0.0246,0.0047,0.0043,0.0134,0.0236,0.0064,0.007,0.0031,0.0003,0.0087,0.0246,0.0005,0.0005,0.0011,0.0006,0.0013,0.0033
62.3122,0.0003,0.0249,0.0588,0.0018,0.0034,0.0151,0.0095,0.0149,0.2256,0.0482,0.2555,0.0282,0.0288,0.0004,0.0957,0.0672,0.0225,0.0044,0.0043,0.0147,0.0221,0.006,0.0068,0.0035,0.0003,0.0093,0.0214,0.0004,0.0004,0.001,0.0006,0.0012,0.0027
62.3957,0.0003,0.0301,0.0746,0.0015,0.0025,0.0141,0.0101,0.0131,0.2349,0.0409,0.2784,0.0239,0.0264,0.0003,0.0807,0.0535,0.0198,0.0039,0.0043,0.015,0.0226,0.0059,0.0066,0.0033,0.0002,0.0092,0.0181,0.0003,0.0004,0.001,0.0004,0.0012,0.0023
62.4791,0.0003,0.034,0.083,0.0013,0.0022,0.0174,0.0117,0.0154,0.2257,0.04,0.2651,0.0241,0.0323,0.0004,0.075,0.0436,0.0223,0.0036,0.0053,0.0164,0.0257,0.0059,0.0072,0.0044,0.0002,0.0111,0.0206,0.0003,0.0004,0.001,0.0005,0.0011,0.0021
62.5625,0.0003,0.0346,0.0858,0.0012,0.002,0.0206,0.0139,0.0171,0.2138,0.0412,0.2631,0.0239,0.0352,0.0003,0.0727,0.041,0.0238,0.0036,0.0054,0.0172,0.0268,0.0056,0.0082,0.0049,0.0002,0.0116,0.0208,0.0003,0.0003,0.001,0.0005,0.0011,0.0019
62.6459,0.0002,0.0343,0.0946,0.0011,0.002,0.0224,0.0134,0.0201,0.2005,0.0389,0.2493,0.0245,0.0337,0.0003,0.0796,0.0505,0.027,0.005,0.0057,0.0174,0.0264,0.0046,0.0069,0.0055,0.0002,0.0127,0.018,0.0003,0.0003,0.0011,0.0004,0.0012,0.0019
62.7293,0.0002,0.0334,0.1,0.0011,0.002,0.0214,0.0129,0.0228,0.1981,0.0382,0.2515,0.025,0.0309,0.0003,0.0816,0.0528,0.0295,0.0056,0.0054,0.0162,0.0235,0.004,0.0053,0.0052,0.0002,0.013,0.0148,0.0003,0.0003,0.0011,0.0004,0.0012,0.0018
62.8128,0.0002,0.0317,0.0957,0.001,0.0019,0.0211,0.0126,0.0276,0.1908,0.0379,0.2614,0.0256,0.0307,0.0002,0.0854,0.054,0.0352,0.0055,0.0046,0.0126,0.0212,0.004,0.0042,0.0044,0.0001,0.0122,0.0134,0.0003,0.0003,0.001,0.0004,0.0011,0.0017
62.8962,0.0002,0.0305,0.0937,0.0008,0.0015,0.022,0.0127,0.0298,0.1856,0.04,0.2755,0.0252,0.0286,0.0002,0.0904,0.0482,0.0373,0.0046,0.004,0.0096,0.0207,0.0041,0.0035,0.0035,0.0001,0.0123,0.0111,0.0002,0.0002,0.001,0.0003,0.001,0.0015
62.9796,0.0002,0.0327,0.099,0.0007,0.0013,0.0236,0.0128,0.0337,0.1737,0.0394,0.2724,0.0265,0.028,0.0002,0.0873,0.0504,0.0414,0.0043,0.0038,0.0068,0.0226,0.0039,0.0032,0.003,0.0001,0.0131,0.0115,0.0002,0.0002,0.0011,0.0003,0.0012,0.0014
63.063,0.0002,0.0334,0.1,0.0007,0.0015,0.0264,0.013,0.0367,0.1549,0.041,0.2516,0.0287,0.0309,0.0002,0.0998,0.06,0.0439,0.0046,0.0038,0.0055,0.024,0.0035,0.003,0.0028,0.0001,0.0136,0.0113,0.0002,0.0002,0.0014,0.0004,0.0014,0.0014
63.1464,0.0002,0.035,0.1007,0.0007,0.0017,0.0273,0.0126,0.0417,0.132,0.0432,0.2387,0.0323,0.0357,0.0002,0.0957,0.0673,0.0494,0.0054,0.0044,0.0058,0.0275,0.003,0.0035,0.003,0.0001,0.015,0.012,0.0003,0.0002,0.0018,0.0004,0.0019,0.0015
63.2298,0.0002,0.035,0.0932,0.0007,0.0018,0.0311,0.0132,0.0458,0.1228,0.0469,0.2161,0.0321,0.0415,0.0003,0.0975,0.0733,0.0516,0.0058,0.0051,0.0065,0.0317,0.0028,0.0043,0.0034,0.0001,0.0166,0.0141,0.0003,0.0003,0.002,0.0005,0.002,0.0015
63.3133,0.0003,0.0317,0.0913,0.0007,0.0021,0.0259,0.0115,0.0423,0.1252,0.0502,0.2153,0.0361,0.0429,0.0003,0.0958,0.0879,0.0472,0.0077,0.0041,0.0056,0.0309,0.0028,0.0042,0.0026,0.0001,0.0155,0.013,0.0003,0.0003,0.002,0.0005,0.002,0.0017
63.3967,0.0003,0.0318,0.0939,0.0008,0.0025,0.0216,0.0093,0.0414,0.1283,0.0532,0.2069,0.0381,0.0374,0.0003,0.093,0.0993,0.0469,0.0097,0.0042,0.006,0.0289,0.0034,0.0039,0.0027,0.0001,0.0156,0.0128,0.0003,0.0003,0.0023,0.0005,0.0022,0.002
63.4801,0.0002,0.0297,0.0895,0.0009,0.0024,0.0205,0.0097,0.0427,0.1244,0.0628,0.2169,0.0393,0.0368,0.0003,0.0884,0.092,0.0488,0.0102,0.004,0.0062,0.0267,0.004,0.0041,0.0028,0.0001,0.0157,0.0138,0.0003,0.0003,0.002,0.0006,0.0019,0.002
63.5635,0.0003,0.0298,0.0841,0.001,0.0027,0.0203,0.0096,0.0388,0.124,0.0695,0.2164,0.0389,0.0362,0.0003,0.0864,0.0934,0.0467,0.0109,0.0042,0.0067,0.0289,0.0047,0.0048,0.003,0.0001,0.0154,0.0158,0.0003,0.0003,0.0017,0.0006,0.0017,0.0025
63.6469,0.0003,0.029,0.0874,0.0012,0.003,0.0203,0.0091,0.0396,0.117,0.0713,0.1989,0.042,0.0341,0.0003,0.093,0.0958,0.0473,0.0122,0.0043,0.0075,0.0308,0.0053,0.006,0.0034,0.0001,0.0174,0.0159,0.0003,0.0003,0.0019,0.0005,0.0018,0.0029
63.7303,0.0003,0.0267,0.0842,0.0012,0.0032,0.0181,0.008,0.0369,0.1192,0.0706,0.1933,0.0434,0.0359,0.0003,0.0955,0.1014,0.0441,0.0128,0.0043,0.0084,0.0303,0.0058,0.0075,0.0039,0.0001,0.0184,0.0186,0.0003,0.0003,0.0018,0.0006,0.0017,0.0029
63.8137,0.0003,0.0243,0.079,0.0016,0.004,0.018,0.0075,0.0383,0.1161,0.07,0.1759,0.0485,0.0356,0.0003,0.1086,0.1065,0.0467,0.0141,0.0048,0.0106,0.0262,0.0065,0.0075,0.0046,0.0001,0.0172,0.0193,0.0003,0.0003,0.0016,0.0006,0.0016,0.0036
63.8972,0.0003,0.0221,0.0739,0.0018,0.0043,0.0176,0.0075,0.0397,0.1139,0.0728,0.1652,0.0535,0.0374,0.0002,0.1082,0.1098,0.0489,0.0157,0.0048,0.0121,0.0237,0.0074,0.0087,0.0051,0.0001,0.0162,0.0211,0.0002,0.0003,0.0016,0.0005,0.0015,0.0038
63.9806,0.0005,0.0208,0.0668,0.0024,0.0049,0.0167,0.0071,0.0392,0.1228,0.0749,0.1565,0.057,0.0358,0.0003,0.1215,0.1084,0.0494,0.0144,0.0046,0.0118,0.0222,0.0079,0.0076,0.0045,0.0001,0.0137,0.0201,0.0002,0.0003,0.0013,0.0005,0.0013,0.0044
64.064,0.0005,0.0203,0.069,0.0027,0.0059,0.0146,0.0072,0.0403,0.1225,0.0732,0.1532,0.0642,0.0373,0.0002,0.118,0.1076,0.0534,0.0153,0.0041,0.0103,0.0195,0.0082,0.0078,0.0039,0.0001,0.0123,0.02,0.0002,0.0002,0.0013,0.0005,0.0013,0.0048
64.1474,0.0005,0.0213,0.0682,0.0032,0.0063,0.0145,0.007,0.0448,0.1303,0.0722,0.1447,0.0643,0.0335,0.0002,0.1063,0.108,0.0613,0.0152,0.0047,0.0111,0.0197,0.0088,0.0083,0.0041,0.0001,0.0119,0.0205,0.0002,0.0002,0.0014,0.0004,0.0014,0.0055
64.2308,0.0006,0.0208,0.0645,0.0029,0.0065,0.0158,0.0074,0.0524,0.132,0.0702,0.1287,0.0697,0.0421,0.0002,0.0965,0.1116,0.0686,0.0163,0.0046,0.0097,0.0205,0.0071,0.0084,0.0036,0.0001,0.011,0.0199,0.0002,0.0002,0.0014,0.0004,0.0014,0.0048
64.3143,0.0007,0.0228,0.0636,0.0028,0.0072,0.0181,0.0076,0.0594,0.123,0.0657,0.1086,0.0792,0.0486,0.0002,0.0888,0.116,0.076,0.0161,0.005,0.009,0.0235,0.0071,0.0096,0.0032,0.0001,0.01,0.0191,0.0002,0.0002,0.0016,0.0004,0.0016,0.0048
64.3977,0.0006,0.0239,0.0671,0.0023,0.0071,0.0205,0.0081,0.069,0.117,0.0637,0.095,0.0789,0.062,0.0003,0.0751,0.1088,0.0861,0.0156,0.0055,0.0086,0.0256,0.0067,0.0127,0.0032,0.0002,0.01,0.0181,0.0002,0.0003,0.0017,0.0004,0.0017,0.0041
64.4811,0.0006,0.026,0.0716,0.0022,0.0072,0.023,0.0093,0.0751,0.1138,0.0621,0.0864,0.0757,0.0795,0.0003,0.0588,0.0988,0.092,0.0145,0.006,0.0089,0.0274,0.0067,0.016,0.003,0.0002,0.0091,0.0175,0.0002,0.0003,0.0017,0.0004,0.0017,0.0038
64.5645,0.0006,0.0297,0.0804,0.0023,0.0084,0.0244,0.0106,0.0829,0.0968,0.0561,0.0733,0.0726,0.0993,0.0003,0.0479,0.0888,0.1011,0.0161,0.0067,0.0086,0.0302,0.0064,0.0183,0.003,0.0002,0.0091,0.0168,0.0002,0.0003,0.0021,0.0004,0.002,0.0041
64.6479,0.0006,0.0322,0.0881,0.0019,0.0084,0.0262,0.0122,0.083,0.0904,0.0536,0.0688,0.069,0.1212,0.0004,0.0338,0.0767,0.0986,0.0147,0.0072,0.0084,0.0363,0.0066,0.0256,0.0029,0.0002,0.0096,0.015,0.0002,0.0002,0.0022,0.0004,0.002,0.0037
64.7313,0.0005,0.0351,0.0932,0.0018,0.0084,0.0269,0.0129,0.0871,0.0843,0.0481,0.0646,0.0672,0.1308,0.0003,0.0283,0.0615,0.1012,0.0141,0.0076,0.0081,0.043,0.0068,0.0321,0.0027,0.0001,0.01,0.0147,0.0002,0.0002,0.0021,0.0004,0.0019,0.0038
64.8148,0.0004,0.0356,0.0977,0.0015,0.0078,0.0256,0.013,0.0866,0.0701,0.0455,0.0604,0.0662,0.1515,0.0003,0.0258,0.0617,0.0987,0.0181,0.0074,0.007,0.0415,0.0067,0.0365,0.0026,0.0001,0.0102,0.0132,0.0002,0.0002,0.0024,0.0003,0.0022,0.0032
64.8982,0.0004,0.0392,0.0939,0.0013,0.0071,0.028,0.0133,0.0876,0.0621,0.0428,0.0568,0.0683,0.1612,0.0003,0.0255,0.0588,0.0975,0.0215,0.0079,0.0068,0.044,0.0074,0.0337,0.0026,0.0001,0.01,0.0129,0.0002,0.0002,0.0026,0.0003,0.0024,0.0032
64.9816,0.0003,0.0428,0.1027,0.0012,0.0064,0.0318,0.0152,0.0823,0.0539,0.0378,0.0568,0.0596,0.1944,0.0005,0.0258,0.0491,0.0878,0.0206,0.0084,0.007,0.0444,0.0073,0.0291,0.003,0.0001,0.0106,0.0119,0.0002,0.0002,0.0029,0.0004,0.0026,0.0028
65.065,0.0003,0.0484,0.1046,0.0012,0.0065,0.0355,0.0158,0.0746,0.0474,0.0335,0.0563,0.054,0.2182,0.0005,0.0261,0.0432,0.08,0.0189,0.0094,0.0073,0.0459,0.0076,0.0302,0.0034,0.0002,0.0101,0.0116,0.0002,0.0002,0.003,0.0004,0.0026,0.0031
65.1484,0.0004,0.049,0.1041,0.0013,0.0073,0.0371,0.0154,0.0648,0.0425,0.0302,0.0538,0.0502,0.2419,0.0006,0.0252,0.0412,0.0709,0.0196,0.0102,0.0077,0.0474,0.0071,0.035,0.0036,0.0002,0.0104,0.0123,0.0003,0.0002,0.0034,0.0004,0.0029,0.0035
65.2318,0.0004,0.0473,0.0968,0.0015,0.0089,0.0406,0.0164,0.0633,0.0335,0.0295,0.0489,0.0499,0.2619,0.0006,0.0258,0.0418,0.0681,0.0235,0.0112,0.008,0.0456,0.0061,0.0304,0.0039,0.0002,0.0103,0.0128,0.0003,0.0002,0.0042,0.0005,0.0035,0.0041
65.3153,0.0004,0.0492,0.0935,0.0015,0.0098,0.0451,0.0175,0.0636,0.0262,0.0264,0.0407,0.0496,0.2745,0.0007,0.0236,0.0363,0.0679,0.0264,0.013,0.0081,0.0481,0.0057,0.0296,0.0047,0.0002,0.0105,0.0132,0.0004,0.0002,0.0046,0.0006,0.0039,0.0043
65.3987,0.0004,0.0467,0.0846,0.0016,0.0108,0.0525,0.0186,0.0669,0.0235,0.0263,0.0359,0.0485,0.279,0.0009,0.0189,0.0331,0.0709,0.0292,0.0149,0.0092,0.0477,0.0054,0.0288,0.0055,0.0002,0.0098,0.015,0.0005,0.0003,0.0047,0.0009,0.0042,0.0046
65.4821,0.0005,0.0486,0.0786,0.0016,0.0097,0.055,0.0192,0.0805,0.0227,0.0274,0.0358,0.0519,0.2465,0.0011,0.0195,0.0342,0.0855,0.032,0.0147,0.0088,0.0485,0.0055,0.0232,0.0054,0.0003,0.0099,0.0171,0.0006,0.0004,0.005,0.001,0.0047,0.0047
65.5655,0.0006,0.0499,0.074,0.0017,0.0105,0.0539,0.0202,0.0863,0.0209,0.0278,0.034,0.0487,0.2322,0.0013,0.0183,0.0356,0.0934,0.0357,0.0158,0.0092,0.0497,0.0059,0.0211,0.0055,0.0003,0.01,0.0195,0.0007,0.0005,0.0053,0.0012,0.0051,0.0054
65.6489,0.0006,0.0559,0.0751,0.0019,0.0107,0.0592,0.0222,0.0868,0.0192,0.0247,0.0311,0.0457,0.2249,0.0015,0.0146,0.0299,0.095,0.0284,0.0182,0.0099,0.0582,0.0064,0.0211,0.0058,0.0004,0.0105,0.0237,0.0008,0.0006,0.0047,0.0014,0.0047,0.0062
65.7323,0.0005,0.0595,0.0811,0.002,0.0127,0.0604,0.0223,0.085,0.0194,0.0226,0.0311,0.0442,0.2142,0.0015,0.0133,0.0309,0.093,0.0244,0.0206,0.0104,0.0627,0.0063,0.0225,0.0063,0.0004,0.0111,0.0233,0.0008,0.0005,0.0046,0.0016,0.0046,0.0064
65.8157,0.0005,0.0584,0.0752,0.0022,0.0146,0.0572,0.0218,0.0916,0.0188,0.0236,0.0301,0.0529,0.1895,0.0012,0.014,0.0335,0.1023,0.0257,0.0211,0.0107,0.0673,0.0064,0.0241,0.0055,0.0003,0.0104,0.0234,0.0006,0.0004,0.004,0.0012,0.0041,0.0075
65.8992,0.0004,0.0542,0.0724,0.0024,0.0161,0.055,0.0222,0.0985,0.0168,0.0208,0.028,0.0589,0.1648,0.0009,0.0139,0.0337,0.1145,0.0273,0.0213,0.0105,0.0766,0.0065,0.0241,0.0052,0.0002,0.0121,0.0247,0.0005,0.0003,0.0038,0.0009,0.004,0.0083
65.9826,0.0003,0.0561,0.0762,0.0024,0.0166,0.0524,0.0212,0.1083,0.0157,0.0196,0.0254,0.0575,0.1562,0.0009,0.0121,0.0303,0.1249,0.0246,0.022,0.0099,0.08,0.0064,0.0225,0.0053,0.0002,0.0127,0.0227,0.0005,0.0003,0.0035,0.0009,0.0038,0.0086
66.066,0.0003,0.0587,0.0801,0.0022,0.0145,0.0516,0.0203,0.1134,0.017,0.0184,0.0263,0.0606,0.1375,0.0009,0.0119,0.0313,0.13,0.0217,0.022,0.0098,0.0862,0.0068,0.0228,0.0054,0.0002,0.0136,0.0207,0.0004,0.0002,0.0032,0.0008,0.0035,0.0078
66.1494,0.0003,0.0574,0.0807,0.0023,0.0135,0.0505,0.0189,0.1196,0.0188,0.0199,0.0291,0.0595,0.1176,0.0008,0.013,0.035,0.1381,0.0205,0.0203,0.0096,0.0885,0.0071,0.0214,0.005,0.0002,0.0152,0.0209,0.0004,0.0002,0.0032,0.0007,0.0036,0.0081
66.2328,0.0003,0.0562,0.0843,0.0022,0.0125,0.0477,0.0183,0.1206,0.0208,0.021,0.032,0.0627,0.1087,0.0007,0.0154,0.0393,0.1377,0.0177,0.0187,0.0092,0.0919,0.0075,0.0207,0.0047,0.0002,0.0164,0.0177,0.0003,0.0002,0.0029,0.0005,0.0033,0.0075
